x0,x1,x2,y
1,19,20,3
1,19,19,3
1,11,12,3
1,5,7,1
1,19,20,3
1,4,6,1
1,4,6,1
1,19,20,3
1,15,16,2
1,17,17,2
1,6,8,1
1,6,8,1
1,20,21,3
1,19,20,3
1,0,5,1
1,18,18,2
1,1,5,1
1,19,19,2
1,2,5,1
1,20,21,2
1,7,8,1
1,14,15,3
1,8,10,1
1,17,18,3
1,18,18,3
1,15,16,2
1,14,15,2
1,17,17,3
1,2,5,1
1,19,20,3
1,11,12,2
1,19,20,2
1,13,14,2
1,8,9,1
1,18,18,3
1,0,5,1
1,19,20,2
1,0,5,1
1,18,19,3
1,15,16,3
1,12,13,3
1,6,8,1
1,15,15,2
1,3,6,1
1,2,5,1
1,19,20,2
1,12,13,2
1,7,9,1
1,4,6,1
1,14,15,3
1,20,21,3
1,17,17,2
1,5,7,1
1,13,14,2
1,19,19,2
1,19,20,2
1,13,14,3
1,16,16,3
1,12,13,3
1,4,6,1
1,4,6,1
1,1,5,1
1,14,15,3
1,16,17,2
1,12,13,3
1,13,14,3
1,17,18,3
1,16,17,2
1,8,9,1
1,2,5,1
1,16,16,3
1,17,17,2
1,13,14,2
1,19,20,2
1,16,17,2
1,11,12,2
1,0,5,1
1,14,15,3
1,18,18,3
1,16,16,2
1,8,10,1
1,2,5,1
1,0,5,1
1,16,17,3
1,14,15,2
1,17,17,3
1,16,16,2
1,18,18,3
1,12,13,2
1,20,21,2
1,16,17,2
1,7,9,1
1,11,12,3
1,15,15,2
1,13,14,3
1,4,6,1
1,5,7,1
1,9,10,1
1,4,6,1
1,13,13,3
1,9,10,1
1,13,14,3
1,5,7,1
1,20,21,3
1,19,20,3
1,18,19,3
1,17,17,2
1,15,16,3
1,15,16,3
1,20,20,2
1,20,21,3
1,4,6,1
1,19,20,3
1,19,19,3
1,2,5,1
1,13,14,3
1,12,13,2
1,18,19,2
1,18,19,3
1,2,5,1
1,20,21,3
1,19,19,2
1,19,19,3
1,7,8,1
1,19,20,3
1,5,7,1
1,0,5,1
1,15,16,3
1,20,21,3
1,18,19,2
1,14,15,2
1,9,10,1
1,9,10,1
1,14,15,2
1,18,19,3
1,14,15,2
1,19,20,2
1,13,13,2
1,12,13,3
1,16,16,2
1,7,8,1
1,18,19,2
1,12,13,2
1,18,19,3
1,17,18,2
1,12,13,2
1,20,21,3
1,18,19,2
1,9,10,1
1,14,15,2
1,14,15,2
1,20,21,2
1,16,17,2
1,4,6,1
1,8,9,1
1,19,20,3
1,13,14,2
1,4,6,1
1,9,10,1
1,16,17,3
1,16,17,3
1,15,16,3
1,17,17,3
1,15,16,3
1,6,7,1
1,11,12,3
1,13,14,3
1,12,13,3
1,19,19,2
1,11,12,2
1,18,19,2
1,3,5,1
1,19,20,2
1,18,19,3
1,20,21,2
1,6,8,1
1,20,21,2
1,16,17,2
1,17,18,2
1,16,17,2
1,3,6,1
1,1,5,1
1,19,20,2
1,18,19,3
1,11,12,3
1,8,9,1
1,14,15,2
1,12,13,3
1,14,15,2
1,11,12,3
1,2,5,1
1,3,5,1
1,3,6,1
1,17,18,2
1,7,8,1
1,15,16,2
1,16,17,2
1,3,5,1
1,9,10,1
1,0,5,1
1,3,6,1
1,5,7,1
1,2,5,1
1,15,16,3
1,3,6,1
1,6,8,1
1,15,16,2
1,0,5,1
1,18,19,3
1,12,13,2
1,20,21,2
1,13,14,2
1,15,16,3
1,12,13,3
1,3,6,1
1,18,19,2
1,12,13,3
1,12,13,2
1,13,14,3
1,17,18,2
1,11,12,3
1,14,15,2
1,17,18,3
1,17,18,2
1,12,13,2
1,18,19,2
1,16,17,2
1,9,10,1
1,18,19,2
1,11,12,3
1,2,5,1
1,8,9,1
1,4,6,1
1,15,15,3
1,9,11,1
1,7,9,1
1,14,15,3
1,9,10,1
1,13,14,3
1,15,16,2
1,14,15,2
1,12,13,2
1,6,8,1
1,17,18,2
1,13,14,3
1,12,13,2
1,12,13,3
1,15,16,2
1,12,13,2
1,18,19,3
1,13,14,3
1,16,17,2
1,14,15,3
1,14,15,2
1,16,17,3
1,9,10,1
1,6,8,1
1,16,16,2
1,0,5,1
1,1,5,1
1,15,16,2
1,18,18,2
1,11,12,3
1,16,16,2
1,14,15,2
1,18,19,3
1,2,5,1
1,11,12,3
1,16,16,3
1,19,20,2
1,8,10,1
1,16,17,2
1,20,21,3
1,13,14,2
1,19,19,2
1,1,5,1
1,2,5,1
1,1,5,1
1,6,7,1
1,9,10,1
1,12,13,2
1,6,8,1
1,12,13,2
1,11,12,3
1,19,19,2
1,19,20,3
1,3,6,1
1,17,18,2
1,2,5,1
1,7,9,1
1,6,8,1
1,11,12,2
1,12,13,3
1,14,15,3
1,11,12,2
1,17,18,2
1,2,5,1
1,20,21,2
1,11,12,3
1,11,12,3
1,14,15,2
1,17,17,3
1,16,17,2
1,12,13,3
1,9,10,1
1,14,15,3
1,11,12,3
1,11,12,2
1,13,14,2
1,11,12,2
1,13,14,2
1,9,10,1
1,14,15,2
1,20,21,2
1,14,14,2
1,7,9,1
1,14,15,3
1,2,5,1
1,17,18,3
1,11,12,2
1,13,14,2
1,6,8,1
1,19,19,2
1,6,7,1
1,20,21,2
1,16,17,2
1,3,5,1
1,19,19,3
1,4,6,1
1,4,6,1
1,17,17,3
1,11,12,3
1,14,15,3
1,14,15,3
1,12,13,3
1,9,10,1
1,18,19,2
1,5,7,1
1,15,16,3
1,1,5,1
