x0,x1,x2,y
1.000000,0.073431,-0.274569,1.000000
1.000000,1.329978,1.436830,0.000000
1.000000,1.976169,2.318407,0.000000
1.000000,0.085924,-0.430100,1.000000
1.000000,2.892636,1.826648,0.000000
1.000000,2.420056,2.214126,0.000000
1.000000,-0.238150,-0.061090,1.000000
1.000000,1.119109,2.271640,0.000000
1.000000,1.528509,2.408505,0.000000
1.000000,1.905749,2.578252,0.000000
1.000000,0.445042,-0.511479,1.000000
1.000000,-0.103952,0.194804,1.000000
1.000000,-0.356866,-0.751470,1.000000
1.000000,-0.271483,0.906019,1.000000
1.000000,2.722328,1.557586,0.000000
1.000000,1.466559,2.510582,0.000000
1.000000,2.591460,1.973746,0.000000
1.000000,0.012275,-0.444031,1.000000
1.000000,1.013707,2.010854,0.000000
1.000000,1.672388,1.072822,0.000000
1.000000,1.375263,1.915580,0.000000
1.000000,-0.680351,-0.400008,1.000000
1.000000,2.194807,2.647723,0.000000
1.000000,-0.800617,0.009245,1.000000
1.000000,-0.387401,0.476597,1.000000
1.000000,-0.603737,0.071281,1.000000
1.000000,0.301248,-0.347019,1.000000
1.000000,1.366477,1.362764,0.000000
1.000000,1.140863,1.860659,0.000000
1.000000,1.207377,2.408747,0.000000
1.000000,-0.667420,0.277447,1.000000
1.000000,-0.099937,-0.120282,1.000000
1.000000,-0.393909,-0.242558,1.000000
1.000000,-0.330578,0.231761,1.000000
1.000000,1.482895,2.696809,0.000000
1.000000,-0.011837,-0.276481,1.000000
1.000000,2.241701,1.546719,0.000000
1.000000,-0.352687,-0.762692,1.000000
1.000000,-0.200922,-0.243639,1.000000
1.000000,-0.883038,-0.287979,1.000000
1.000000,1.354299,2.324607,0.000000
1.000000,1.926948,1.573701,0.000000
1.000000,0.487644,-0.153040,1.000000
1.000000,2.331077,2.335089,0.000000
1.000000,0.067775,-0.913716,1.000000
1.000000,0.160988,-0.174978,1.000000
1.000000,2.511137,1.908977,0.000000
1.000000,1.301698,2.664640,0.000000
1.000000,-0.882241,0.354889,1.000000
1.000000,-0.956110,-0.012537,1.000000
1.000000,2.596757,2.082215,0.000000
1.000000,-0.652173,0.708266,1.000000
1.000000,-0.373265,-0.078933,1.000000
1.000000,1.864022,1.285392,0.000000
1.000000,1.597625,2.528269,0.000000
1.000000,2.917168,2.027429,0.000000
1.000000,0.153213,0.833790,1.000000
1.000000,2.558094,1.465668,0.000000
1.000000,0.453262,-0.732150,1.000000
1.000000,2.505812,2.795589,0.000000
1.000000,1.823637,1.746332,0.000000
1.000000,1.358234,1.401159,0.000000
1.000000,2.098462,1.930814,0.000000
1.000000,0.007911,-0.105763,1.000000
1.000000,2.118295,2.485116,0.000000
1.000000,2.549690,2.228750,0.000000
1.000000,2.705014,1.538623,0.000000
1.000000,0.030711,0.697173,1.000000
1.000000,1.738026,2.716707,0.000000
1.000000,1.224038,1.450266,0.000000
1.000000,0.210275,-0.342740,1.000000
1.000000,0.466835,-0.775596,1.000000
1.000000,-0.853933,0.505951,1.000000
1.000000,-0.004785,0.608569,1.000000
1.000000,-0.306330,0.473331,1.000000
1.000000,-0.520527,0.581995,1.000000
1.000000,1.932868,1.170814,0.000000
1.000000,2.014591,1.949639,0.000000
1.000000,-0.783312,0.380326,1.000000
1.000000,2.299491,2.462659,0.000000
1.000000,2.035417,1.719562,0.000000
1.000000,0.180932,-0.007008,1.000000
1.000000,0.799568,0.483678,1.000000
1.000000,-0.360636,0.890029,1.000000
1.000000,2.240846,1.343739,0.000000
1.000000,0.782122,-0.072667,1.000000
1.000000,1.867215,2.911080,0.000000
1.000000,0.387205,0.687230,1.000000
1.000000,2.626537,2.707601,0.000000
1.000000,0.135166,-0.645113,1.000000
1.000000,-0.100283,-0.075606,1.000000
1.000000,0.065168,0.580448,1.000000
1.000000,1.764203,1.963998,0.000000
1.000000,0.600110,-0.541435,1.000000
1.000000,-0.172840,0.944817,1.000000
1.000000,2.052894,1.508499,0.000000
1.000000,-0.780111,-0.373431,1.000000
1.000000,1.475447,2.566036,0.000000
1.000000,0.811997,0.112972,1.000000
1.000000,2.381297,1.938181,0.000000
1.000000,-0.144930,0.219960,1.000000
1.000000,0.524904,0.403349,1.000000
1.000000,2.629610,1.986570,0.000000
1.000000,1.102806,1.835984,0.000000
1.000000,0.091360,0.049618,1.000000
1.000000,2.337225,1.577496,0.000000
1.000000,0.348053,-0.830115,1.000000
1.000000,2.179189,1.051849,0.000000
1.000000,2.667861,1.800959,0.000000
1.000000,1.606105,1.425228,0.000000
1.000000,0.319169,0.510998,1.000000
1.000000,2.644682,2.507037,0.000000
1.000000,-0.401471,-0.381938,1.000000
1.000000,2.502504,1.402018,0.000000
1.000000,2.133622,1.443695,0.000000
1.000000,2.762064,1.954183,0.000000
1.000000,0.778306,-0.609204,1.000000
1.000000,1.868783,1.166516,0.000000
1.000000,1.997344,1.822991,0.000000
1.000000,0.620124,-0.258242,1.000000
1.000000,-0.617009,0.119190,1.000000
1.000000,-0.655892,0.508443,1.000000
1.000000,-0.879028,-0.151290,1.000000
1.000000,2.613178,1.228364,0.000000
1.000000,0.587504,-0.646543,1.000000
1.000000,2.010516,1.490803,0.000000
1.000000,2.054829,2.585864,0.000000
1.000000,2.737179,2.646645,0.000000
1.000000,-0.576615,0.506077,1.000000
1.000000,1.134475,2.080563,0.000000
1.000000,-0.836779,0.305362,1.000000
1.000000,-0.476394,0.159194,1.000000
1.000000,0.124654,-0.941500,1.000000
1.000000,1.961783,1.197069,0.000000
1.000000,2.162051,2.074173,0.000000
1.000000,1.640000,1.149169,0.000000
1.000000,-0.024514,-0.277421,1.000000
1.000000,2.075862,1.358658,0.000000
1.000000,-0.117489,-0.974859,1.000000
1.000000,1.430341,1.219315,0.000000
1.000000,-0.147128,0.636379,1.000000
1.000000,0.154225,-0.695121,1.000000
1.000000,2.022136,2.331865,0.000000
1.000000,0.528691,0.357550,1.000000
1.000000,0.316092,0.646882,1.000000
1.000000,2.509203,1.847746,0.000000
1.000000,2.531280,2.117269,0.000000
1.000000,-0.189549,-0.032995,1.000000
1.000000,0.254914,0.781750,1.000000
1.000000,0.337969,0.021674,1.000000
1.000000,2.521782,1.405141,0.000000
1.000000,-0.251152,0.905058,1.000000
1.000000,0.152615,-0.332293,1.000000
1.000000,2.674338,1.833228,0.000000
1.000000,0.421688,0.487144,1.000000
1.000000,2.451196,2.604513,0.000000
1.000000,2.779510,1.878115,0.000000
1.000000,2.539638,2.653025,0.000000
1.000000,0.701971,-0.243012,1.000000
1.000000,-0.094252,-0.697265,1.000000
1.000000,2.870429,2.308369,0.000000
1.000000,0.898882,-0.254854,1.000000
1.000000,-0.053632,-0.523450,1.000000
1.000000,2.211749,1.507135,0.000000
1.000000,-0.170506,-0.815920,1.000000
1.000000,0.469247,0.694806,1.000000
1.000000,1.548753,1.775606,0.000000
1.000000,0.135432,0.547400,1.000000
1.000000,-0.724024,-0.466170,1.000000
