x0,x1,x2,y
1.000000,1.076277,1.637320,-1.000000
1.000000,-0.297359,0.361839,1.000000
1.000000,0.367656,0.251975,1.000000
1.000000,-0.204770,-0.145963,1.000000
1.000000,2.163950,1.691176,-1.000000
1.000000,-0.248867,-0.520356,1.000000
1.000000,0.151489,0.536816,1.000000
1.000000,0.783553,0.484584,1.000000
1.000000,0.672742,0.684184,1.000000
1.000000,1.795722,1.205739,-1.000000
1.000000,1.877259,1.800450,-1.000000
1.000000,0.596245,0.654599,1.000000
1.000000,2.102901,1.466664,-1.000000
1.000000,0.270500,-0.265262,1.000000
1.000000,-0.853133,0.180296,1.000000
1.000000,1.903388,1.039595,-1.000000
1.000000,2.127937,2.555713,-1.000000
1.000000,0.006974,0.396584,1.000000
1.000000,-0.711329,-0.678922,1.000000
1.000000,-0.274220,0.717576,1.000000
1.000000,2.233089,2.810945,-1.000000
1.000000,-0.063376,-0.515244,1.000000
1.000000,1.614875,2.538870,-1.000000
1.000000,1.095201,1.867180,-1.000000
1.000000,0.352861,-0.727493,1.000000
1.000000,1.641312,2.428085,-1.000000
1.000000,1.081917,1.631440,-1.000000
1.000000,-0.053793,0.754049,1.000000
1.000000,2.744696,1.540654,-1.000000
1.000000,-0.138417,0.337744,1.000000
1.000000,1.627870,1.769134,-1.000000
1.000000,2.153866,2.256071,-1.000000
1.000000,0.640244,0.029279,1.000000
1.000000,1.558852,1.389519,-1.000000
1.000000,1.868122,2.331521,-1.000000
1.000000,2.476964,2.167768,-1.000000
1.000000,1.959496,2.765897,-1.000000
1.000000,2.169437,2.659351,-1.000000
1.000000,0.703856,-0.574264,1.000000
1.000000,0.268989,0.654461,1.000000
1.000000,-0.088748,-0.108992,1.000000
1.000000,0.082792,-0.266422,1.000000
1.000000,-0.701317,-0.325265,1.000000
1.000000,-0.383729,-0.482254,1.000000
1.000000,-0.029677,0.874468,1.000000
1.000000,0.493793,-0.559499,1.000000
1.000000,0.579818,-0.636575,1.000000
1.000000,0.497498,0.047867,1.000000
1.000000,0.193622,0.261137,1.000000
1.000000,1.730632,1.121637,-1.000000
1.000000,0.561609,0.820363,1.000000
1.000000,-0.682372,-0.340284,1.000000
1.000000,0.004057,0.716813,1.000000
1.000000,0.526562,-0.435222,1.000000
1.000000,0.352684,-0.931713,1.000000
1.000000,2.262522,2.429897,-1.000000
1.000000,-0.216967,0.000863,1.000000
1.000000,2.743910,2.289447,-1.000000
1.000000,1.053402,1.750004,-1.000000
1.000000,-0.931369,0.169173,1.000000
1.000000,2.257703,1.258868,-1.000000
1.000000,1.859173,1.923293,-1.000000
1.000000,2.811281,1.810949,-1.000000
1.000000,0.929063,0.209440,1.000000
1.000000,2.768994,2.119851,-1.000000
1.000000,2.508090,1.921315,-1.000000
1.000000,-0.456206,0.383462,1.000000
1.000000,2.241091,2.784678,-1.000000
1.000000,0.569142,0.293303,1.000000
1.000000,1.901217,2.161362,-1.000000
1.000000,2.705691,2.404856,-1.000000
1.000000,2.871491,2.434319,-1.000000
1.000000,1.551067,1.920200,-1.000000
1.000000,1.795347,2.051617,-1.000000
1.000000,0.454232,-0.302829,1.000000
1.000000,2.558734,1.360433,-1.000000
1.000000,-0.776223,-0.375088,1.000000
1.000000,1.434346,1.520745,-1.000000
1.000000,1.743785,1.718913,-1.000000
1.000000,2.249747,2.057156,-1.000000
1.000000,0.475926,0.022440,1.000000
1.000000,-0.262890,0.785642,1.000000
1.000000,-0.671086,0.591940,1.000000
1.000000,-0.510711,-0.480896,1.000000
1.000000,1.660471,2.464632,-1.000000
1.000000,0.054738,0.256461,1.000000
1.000000,0.053597,-0.534557,1.000000
1.000000,1.680249,1.084864,-1.000000
1.000000,2.914216,1.655380,-1.000000
1.000000,-0.538827,-0.689680,1.000000
1.000000,1.802181,2.927532,-1.000000
1.000000,0.535434,-0.646958,1.000000
1.000000,1.937289,2.398073,-1.000000
1.000000,2.377525,1.827399,-1.000000
1.000000,1.833193,1.439769,-1.000000
1.000000,0.236870,-0.415704,1.000000
1.000000,-0.082509,-0.139322,1.000000
1.000000,2.356820,2.314208,-1.000000
1.000000,-0.179375,0.778536,1.000000
1.000000,0.761899,-0.510243,1.000000
1.000000,-0.897183,-0.196573,1.000000
1.000000,0.623968,0.756352,1.000000
1.000000,0.337329,0.247702,1.000000
1.000000,2.171658,2.396248,-1.000000
1.000000,0.090145,-0.162398,1.000000
1.000000,-0.731120,0.437974,1.000000
1.000000,-0.327361,0.271762,1.000000
1.000000,1.240393,2.460547,-1.000000
1.000000,-0.038485,-0.226223,1.000000
1.000000,0.345392,-0.611979,1.000000
1.000000,2.696275,2.379811,-1.000000
1.000000,0.182102,0.886316,1.000000
1.000000,0.685154,-0.671437,1.000000
1.000000,2.732901,1.622149,-1.000000
1.000000,-0.184267,-0.642055,1.000000
1.000000,2.582000,1.980493,-1.000000
1.000000,-0.677595,0.247415,1.000000
1.000000,2.054403,2.297711,-1.000000
1.000000,2.137702,2.480319,-1.000000
1.000000,0.314641,-0.881690,1.000000
1.000000,2.212874,1.143299,-1.000000
1.000000,0.217060,0.779776,1.000000
1.000000,2.537218,2.608208,-1.000000
1.000000,-0.328894,0.177183,1.000000
1.000000,-0.191782,-0.642542,1.000000
1.000000,-0.609955,0.088287,1.000000
1.000000,2.190322,2.283089,-1.000000
1.000000,-0.226261,0.971582,1.000000
1.000000,0.739609,0.350028,1.000000
1.000000,1.476719,2.631334,-1.000000
1.000000,1.228817,1.885350,-1.000000
1.000000,1.522181,2.739463,-1.000000
1.000000,-0.932042,-0.290741,1.000000
1.000000,1.899872,2.269254,-1.000000
1.000000,-0.019457,-0.320637,1.000000
1.000000,-0.628720,0.169690,1.000000
1.000000,1.155223,2.430832,-1.000000
1.000000,-0.076153,0.716622,1.000000
1.000000,0.121787,0.668112,1.000000
1.000000,1.300836,2.096576,-1.000000
1.000000,-0.393275,0.748823,1.000000
1.000000,0.596606,-0.072724,1.000000
1.000000,2.283512,1.434961,-1.000000
1.000000,1.476808,1.767182,-1.000000
1.000000,0.809050,-0.337755,1.000000
1.000000,2.271183,1.934946,-1.000000
1.000000,1.422061,1.367440,-1.000000
1.000000,-0.290789,-0.710438,1.000000
1.000000,0.492348,0.106760,1.000000
1.000000,-0.139303,0.079872,1.000000
1.000000,2.011133,2.862678,-1.000000
1.000000,1.521703,1.649555,-1.000000
1.000000,0.444586,0.212634,1.000000
1.000000,0.543248,-0.735828,1.000000
1.000000,-0.618442,-0.332147,1.000000
1.000000,0.856255,-0.349525,1.000000
1.000000,1.048776,1.786893,-1.000000
1.000000,-0.515289,-0.332153,1.000000
1.000000,0.732601,0.457469,1.000000
1.000000,1.929659,1.600757,-1.000000
1.000000,-0.068441,0.120105,1.000000
1.000000,-0.101229,0.560035,1.000000
1.000000,2.698493,1.570537,-1.000000
1.000000,-0.407658,0.762733,1.000000
1.000000,0.523756,0.791968,1.000000
1.000000,1.255906,2.294879,-1.000000
1.000000,1.738928,2.298732,-1.000000
1.000000,-0.713676,0.011061,1.000000
1.000000,2.212708,2.628881,-1.000000
1.000000,-0.632761,-0.066217,1.000000
1.000000,1.554266,1.990168,-1.000000
1.000000,1.276160,1.888699,-1.000000
1.000000,1.450679,1.415442,-1.000000
1.000000,0.764399,-0.492907,1.000000
1.000000,-0.048873,-0.282289,1.000000
1.000000,2.473286,1.920093,-1.000000
1.000000,-0.654037,-0.495177,1.000000
1.000000,1.696631,2.043403,-1.000000
1.000000,2.396906,1.298379,-1.000000
1.000000,1.280779,1.702874,-1.000000
1.000000,1.351257,2.228104,-1.000000
1.000000,0.153545,0.154080,1.000000
1.000000,1.389838,2.378196,-1.000000
1.000000,2.737812,2.581474,-1.000000
1.000000,0.182031,-0.610646,1.000000
1.000000,1.565195,2.165903,-1.000000
1.000000,-0.764479,-0.534708,1.000000
1.000000,1.818865,1.908759,-1.000000
1.000000,2.075213,2.847522,-1.000000
1.000000,2.400626,2.128330,-1.000000
1.000000,0.318925,-0.696560,1.000000
1.000000,0.430403,0.242198,1.000000
1.000000,-0.808603,0.147796,1.000000
1.000000,0.921073,0.204004,1.000000
1.000000,-0.951630,-0.283947,1.000000
1.000000,2.608427,2.568773,-1.000000
1.000000,-0.354693,0.203647,1.000000
1.000000,1.607833,2.545156,-1.000000
1.000000,1.614350,2.041954,-1.000000
1.000000,0.636262,0.708478,1.000000
1.000000,1.945593,1.781462,-1.000000
1.000000,2.558932,1.992290,-1.000000
1.000000,0.957574,-0.116422,1.000000
1.000000,0.078622,0.135201,1.000000
1.000000,2.664995,1.856487,-1.000000
1.000000,0.516828,-0.471125,1.000000
1.000000,2.049610,2.439308,-1.000000
1.000000,0.519090,-0.043072,1.000000
1.000000,0.934307,-0.289727,1.000000
1.000000,1.176669,1.446987,-1.000000
1.000000,2.850414,1.518396,-1.000000
1.000000,0.228326,-0.157848,1.000000
1.000000,0.744895,-0.264234,1.000000
1.000000,1.560477,1.691457,-1.000000
1.000000,2.934993,1.786257,-1.000000
1.000000,1.111640,1.724551,-1.000000
1.000000,-0.602208,0.320882,1.000000
1.000000,2.521467,2.025963,-1.000000
1.000000,-0.084398,0.665685,1.000000
1.000000,0.129739,-0.114538,1.000000
1.000000,0.334269,0.022306,1.000000
1.000000,-0.296226,0.694288,1.000000
1.000000,2.567428,1.426237,-1.000000
1.000000,-0.024517,-0.795062,1.000000
1.000000,-0.095767,-0.909970,1.000000
1.000000,0.395790,-0.203821,1.000000
1.000000,1.942168,1.482640,-1.000000
1.000000,1.854329,2.575473,-1.000000
1.000000,0.885191,-0.335941,1.000000
1.000000,2.812836,1.866034,-1.000000
1.000000,1.114794,1.631942,-1.000000
1.000000,1.523584,1.767819,-1.000000
1.000000,2.163104,2.690527,-1.000000
1.000000,1.911056,2.394838,-1.000000
1.000000,-0.606563,0.468044,1.000000
1.000000,2.379003,1.855611,-1.000000
1.000000,2.013487,1.173348,-1.000000
1.000000,0.448742,0.065721,1.000000
1.000000,2.402892,2.014430,-1.000000
1.000000,0.135048,-0.198157,1.000000
1.000000,-0.679095,0.315675,1.000000
1.000000,0.487531,-0.853374,1.000000
1.000000,0.325191,-0.787130,1.000000
1.000000,2.124501,1.912763,-1.000000
1.000000,2.267691,1.648975,-1.000000
1.000000,0.553372,0.560687,1.000000
1.000000,2.934510,1.836044,-1.000000
1.000000,-0.266612,0.573817,1.000000
1.000000,0.161046,0.921963,1.000000
1.000000,2.850630,2.518221,-1.000000
1.000000,-0.229103,-0.739187,1.000000
1.000000,-0.775618,0.222430,1.000000
1.000000,-0.858041,0.072360,1.000000
1.000000,1.285725,1.576630,-1.000000
1.000000,0.321480,-0.189370,1.000000
1.000000,2.340424,1.125399,-1.000000
1.000000,0.573144,-0.006781,1.000000
1.000000,-0.805296,-0.268392,1.000000
1.000000,0.208481,-0.341765,1.000000
1.000000,1.947881,1.554631,-1.000000
1.000000,2.613757,1.901791,-1.000000
1.000000,0.588722,0.078200,1.000000
1.000000,0.672126,-0.476154,1.000000
1.000000,-0.535983,-0.170859,1.000000
1.000000,-0.002909,0.401622,1.000000
1.000000,-0.491403,0.426803,1.000000
1.000000,2.010451,1.225064,-1.000000
1.000000,1.988218,1.705699,-1.000000
1.000000,2.929996,1.969017,-1.000000
1.000000,-0.492180,0.617709,1.000000
1.000000,0.627366,-0.180941,1.000000
1.000000,0.875408,0.461028,1.000000
1.000000,1.556953,2.356414,-1.000000
1.000000,-0.930418,0.180251,1.000000
1.000000,1.671950,1.966359,-1.000000
1.000000,0.364559,-0.106145,1.000000
1.000000,-0.535804,-0.033318,1.000000
1.000000,2.175967,1.389861,-1.000000
1.000000,-0.436638,-0.522245,1.000000
1.000000,1.876490,1.108612,-1.000000
1.000000,1.653239,2.287366,-1.000000
1.000000,0.154299,-0.000522,1.000000
1.000000,1.471716,2.368625,-1.000000
1.000000,-0.453910,-0.358738,1.000000
1.000000,-0.634626,-0.546856,1.000000
1.000000,0.326027,-0.031384,1.000000
1.000000,2.380810,1.581374,-1.000000
1.000000,2.309117,2.279380,-1.000000
1.000000,2.884271,2.407072,-1.000000
1.000000,-0.208528,0.199843,1.000000
1.000000,1.473883,1.392642,-1.000000
1.000000,0.526379,-0.042407,1.000000
1.000000,-0.271193,0.950300,1.000000
1.000000,-0.297697,0.883333,1.000000
1.000000,1.515417,1.620686,-1.000000
1.000000,2.680865,2.519888,-1.000000
1.000000,-0.783582,-0.295322,1.000000
1.000000,1.518404,1.763817,-1.000000
1.000000,2.213354,2.278135,-1.000000
1.000000,1.339814,1.623525,-1.000000
1.000000,2.467010,2.459655,-1.000000
1.000000,-0.524092,0.832041,1.000000
1.000000,2.052516,2.193376,-1.000000
1.000000,1.994399,1.450834,-1.000000
1.000000,2.576720,1.775100,-1.000000
1.000000,0.067618,-0.902945,1.000000
